"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"BOTANICAL BLESSINGS, LLC                     ";"420843";"6035494140010002";"13411 NE 20TH ST              ";"                         ";"BELLEVUE                ";"WA";"KING";"980052010";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BOUTIQUE M                                   ";"421303";"6035597210010001";"1614 146TH AVE SE             ";"                         ";"BELLEVUE                ";"WA";"KING";"980076814";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BOYDEN INVESTMENT GROUP                      ";"415241";"6033536370010003";"2215 4TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981341516";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"BOYDEN INVESTMENT GROUP II                   ";"422703";"6036022830010001";"710 W FRANCIS AVE             ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992056408";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRANDON WILLIAM CHRISTY                      ";"422449";"6033496850010002";"3312 W NOB HILL BLVD  STE C   ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989024961";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRANDY'S                                     ";"422630";"6029039000010001";"400 BURDIN BLVD  STE B        ";"                         ";"GRAND COULEE            ";"WA";"GRANT";"991335009";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRANDYS ANTIQUES                             ";"414558";"6032410690010002";"400 BURDIN AVE                ";"                         ";"GRAND COULEE            ";"WA";"GRANT";"991330000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5096332453";"";""
"BREAKING BUD                                 ";"420320";"6035497470010001";"1506 N PINES RD               ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992064945";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BREEZE TREES                                 ";"086558";"6035497120010001";"4833 GUIDE MERIDIAN           ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982268082";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRIAN NIXON CONST                            ";"421106";"6006376790010002";"350 STATE ROUTE 281 N         ";"                         ";"QUINCY                  ";"WA";"GRANT";"988488828";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRIER MEDZ                                   ";"421192";"6033517940010002";"20925 CYPRESS WAY # 101A      ";"                         ";"LYNNWOOD                ";"WA";"SNOHOMISH";"980367989";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRIGHTON BAY 2, LLC                          ";"422414";"6035122630010001";"111 6TH ST S                  ";"                         ";"KIRKLAND                ";"WA";"KING";"980336771";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRIGHTON BAY 2, LLC                          ";"422706";"6035122630010002";"12223 MUKILTEO SPEEDWAY       ";"                         ";"LYNNWOOD                ";"WA";"SNOHOMISH";"980871542";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRIGHTON BAY 2, LLC                          ";"422707";"6035122630010003";"1530 E FRANCIS AVE STE B      ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992082738";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BROTHER DON'S MARIJUANA STORE                ";"414974";"6016299910010004";"4200 KITSAP WAY  STE A        ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983122448";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRUCE'S BEST, LLC                            ";"422783";"6036035350010001";"4770 PACIFIC HWY STE G        ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269049";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BRUCE'S BEST, LLC                            ";"422802";"6036035350010002";"4770 PACIFIC HWY STE E        ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269049";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD BOUQUETS, INC.                           ";"421222";"6033547460010003";"8010 15TH AVE NW              ";"                         ";"SEATTLE                 ";"WA";"KING";"981173601";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD BROTHERS                                 ";"421414";"6035509160010001";"2017 DEXTER AVE N             ";"                         ";"SEATTLE                 ";"WA";"KING";"981092721";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD BROTHERS                                 ";"421590";"6035689500010001";"115 W SEVENTH ST              ";"                         ";"ROSALIA                 ";"WA";"WHITMAN";"991708625";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD BUNGALOW                                 ";"421461";"6035647710010001";"3606 E OLIVE AVENUE           ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"99202    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD CITY                                     ";"421990";"6035816390010001";"1611 S SMITTYS BLVD STE C     ";"                         ";"RITZVILLE               ";"WA";"ADAMS";"991692264";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD COMMANDER                                ";"413802";"6033518190010001";"849 TROSPER RD SW STE 207     ";"                         ";"TUMWATER                ";"WA";"THURSTON";"985128145";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3606881709";"";""
"BUD COMMANDER TONASKET STATION               ";"364680";"6033518190010002";"305 W 4TH ST                  ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988559278";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD DEPOT                                    ";"420448";"6035502730010001";"100 MAIN STREET SUITE 1B      ";"                         ";"MONITOR                 ";"WA";"CHELAN";"98836    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD EMPORIUM                                 ";"421772";"6013400850010002";"3101 OAKES AVE                ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982014405";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD HUT                                      ";"413901";"6033591690010001";"1131 E STATE ROUTE 532        ";"                         ";"CAMANO ISLAND           ";"WA";"ISLAND";"982828833";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4254789928";"";""
"BUD HUT                                      ";"415361";"6033525070010003";"8142 HIGHWAY 14               ";"                         ";"LYLE                    ";"WA";"KLICKITAT";"986350000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4254781077";"";""
"BUD HUT                                      ";"415504";"6033594940010001";"11603 HWY 99                  ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982044811";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4254789949";"";""
"BUD HUT                                      ";"422332";"6035726930010004";"70 SALTSPRING DR              ";"UNIT 2A                  ";"FRIDAY HARBOR           ";"WA";"SAN JUAN";"982509062";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD HUT                                      ";"422781";"6036026430010002";"200 SUZANNE LANE STE D        ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982739514";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD LIFE                                     ";"420669";"6035514470010001";"1520 CHEYNE RD                ";"                         ";"ZILLAH                  ";"WA";"YAKIMA";"989539255";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD NATION                                   ";"072437";"6030294870010003";"9640 16TH AVE SW STE A        ";"                         ";"SEATTLE                 ";"WA";"KING";"981062827";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2068198898";"";""
"BUD NATION 3                                 ";"421554";"6030294870010005";"7131 MARTIN WAY E # 7269      ";"                         ";"LACEY                   ";"WA";"THURSTON";"985165535";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUD TENDERS                                  ";"420865";"6035534850010001";"3919 MAIN ST                  ";"                         ";"UNION GAP               ";"WA";"YAKIMA";"989032065";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDDY'S                                      ";"413893";"6033590560010001";"430 SUNSET BLVD NE STE A      ";"                         ";"RENTON                  ";"WA";"KING";"980575512";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"4254080395";"";""
"BUDEEZ                                       ";"420661";"6035688640010001";"2111 E 11TH ST                ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983104810";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3606207114";"";""
"BUDEZZZ                                      ";"422014";"6035797690010001";"305 109TH ST SE               ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982087018";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDGET BUDS                                  ";"421499";"6014444820010005";"935 VANDERCOOK WAY STE B      ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986324020";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDHA, LLC                                   ";"421787";"6035716600010001";"UNKNOWN                       ";"                         ";"SHORELINE               ";"WA";"";"000000000";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDHA, LLC                                   ";"421788";"6035716600010002";"                              ";"                         ";"                        ";"  ";"";"         ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDHA, LLC                                   ";"421949";"6035716600010003";"UNKNOWN                       ";"                         ";"SHORELINE               ";"WA";"";"000000   ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS 4 LIFE                                  ";"414655";"6035960480010001";"66 SE LYNCH RD                ";"                         ";"SHELTON                 ";"WA";"MASON";"985848615";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS 4 LIFE LLC                              ";"422720";"6035960480010002";"1933 RIVERSIDE AVE            ";"                         ";"HOQUIAM                 ";"WA";"GRAYS HARBOR";"985502742";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS AND BEYOND                              ";"421588";"6035689410010001";"13315 VALLEY AVE E            ";"                         ";"SUMNER                  ";"WA";"PIERCE";"983901505";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS ARE US                                  ";"421130";"6019827290010003";"32411 PACIFIC HWY S STE C     ";"                         ";"FEDERAL WAY             ";"WA";"KING";"980038546";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS FOR YOU LLC                             ";"414445";"6035509510010001";"304 PUYALLUP AVE              ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984211323";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS LLC                                     ";"422635";"6035999120010002";"3082 WAITTS LAKE              ";"                         ";"VALLEY                  ";"WA";"STEVENS";"99181    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS LLC                                     ";"422700";"6035999120010003";"131 W PINE ST                 ";"                         ";"NEWPORT                 ";"WA";"PEND OREILLE";"991569719";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDS SOS                                     ";"413729";"6033507270010001";"6061 PORTAL WAY               ";"                         ";"FERNDALE                ";"WA";"WHATCOM";"982489360";"MARIJUANA RETAILER                 ";"PENDING (ISSUED)";"3605941122";"";""
"BUDS-USA                                     ";"422120";"6031038090010005";"13813 HWY S 99                ";"                         ";"LYNNWOOD                ";"WA";"SNOHOMISH";"980871723";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDSKI'S                                     ";"420602";"6026693760010002";"1419 N ARGONNE RD             ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992122685";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUDZIES, LLC                                 ";"422772";"6035957970010001";"4790 NW CASCADE AVE           ";"                         ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988028269";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BURNIEWEED                                   ";"421224";"6034825550010002";"3300 SWANSON GULCH RD.        ";"                         ";"CHELAN                  ";"WA";"CHELAN";"98831    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUY THE OUNCE                                ";"421169";"6035561920010001";"2728 3RD AVE S   STE B        ";"                         ";"SEATTLE                 ";"WA";"KING";"981341909";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUZZ EMPORIUM                                ";"422841";"6035499850010002";"26 S MONTE RD                 ";"                         ";"MONTESANO               ";"WA";"GRAYS HARBOR";"985639523";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"BUZZED COLLECTIVE                            ";"401193";"6035577230010001";"1618 BROADWAY                 ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982011724";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"C & C SHOP                                   ";"413529";"6033550270010001";"794 KENTUCKY ST               ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982250000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2088192110";"";""
"C SQUARED CANNABIS COMPANY                   ";"401934";"6036002330010001";"26 N 1ST ST                   ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989012602";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"C&C EXPRESS                                  ";"420958";"6035526990010001";"2728 3RD AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981341909";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"C4U                                          ";"420413";"6033592740010004";"10902 NE ROSEWOOD AVE         ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986625432";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"C4U                                          ";"420682";"6033592740010005";"1605 NW 6TH AVE               ";"STE B                    ";"CAMAS                   ";"WA";"CLARK";"986072650";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CAG MANAGEMENT                               ";"414015";"6032471880010001";"4915 CENTER ST STE B          ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984092355";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CAG MANAGEMENT                               ";"421558";"6032471880010002";"4915 CENTER ST STE B 2        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984092355";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CAKHAM CONSULTING                            ";"422299";"6035797380010002";"7811 NE HWY 99                ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986658836";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CALLIRROHOE LLC                              ";"422842";"6035727030010002";"103 1ST ST STE B              ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990041501";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CAM'S CANNABIS                               ";"422784";"6036035390010001";"8420 ASPI BLVD STE 1          ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988373601";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CAMAS FARMS                                  ";"421973";"6035811050010001";"3601 NE 265TH CT              ";"                         ";"CAMAS                   ";"WA";"CLARK";"986078725";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CAMPBELL BUDS                                ";"420723";"6035526100010001";"7617 BRENDER CANYON RD        ";"                         ";"CASHMERE                ";"WA";"CHELAN";"988159448";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CAN-A-BIS                                    ";"420329";"6035502500010001";"3031 BEACON AVE S             ";"                         ";"SEATTLE                 ";"WA";"KING";"981445853";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA CO                                     ";"420739";"6033604720010002";"6068 STATE HIGHWAY 303 NE     ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983113722";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA CONNECT LLC                            ";"421296";"6035503290010001";"3901 MEMORIAL PARK DR         ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986325906";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA CROSS MEDICAL COLLECTIVE               ";"420696";"6032804270010001";"5127 SE MILE HILL DR          ";"                         ";"PORT ORCHARD            ";"WA";"KITSAP";"98366    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA LLC                                    ";"422808";"6036040540010001";"13705 10TH AVE SW             ";"                         ";"BURIEN                  ";"WA";"KING";"981661205";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA MART                                   ";"422996";"6031046830010003";"2404 W MAIN ST                ";"                         ";"BATTLE GROUND           ";"WA";"CLARK";"986044235";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA OF WASHINGTON LLC                      ";"422809";"6036040830010001";"13705 10TH AVE SW  STE B      ";"                         ";"BURIEN                  ";"WA";"KING";"981661205";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA-BEST 2 LLC                             ";"420972";"6035553210010001";"2001 SPIRIT LAKE HWY          ";"                         ";"CASTLE ROCK             ";"WA";"COWLITZ";"986119712";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNA4LIFE                                   ";"414211";"6034482820010001";"721 6TH ST                    ";"                         ";"CLARKSTON               ";"WA";"ASOTIN";"994032001";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5097801120";"";""
"CANNABIS                                     ";"422472";"6035950990010001";"350 W CUNNINGHAM RD           ";"                         ";"OTHELLO                 ";"WA";"ADAMS";"993449429";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS & GLASS                             ";"082587";"6035700740010001";"9403 E TRENT AVE              ";"                         ";"MILLWOOD                ";"WA";"SPOKANE";"992064218";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5099991112";"";""
"CANNABIS & GLASS                             ";"360307";"6033510980010004";"605 E FRANCIS                 ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992080000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5099991112";"";""
"CANNABIS & GLASS                             ";"415243";"6033510980010002";"6620 N MARKET ST SUITE 100    ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992177809";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"CANNABIS 21                                  ";"415344";"6033565140010003";"2510 SANDRA AVE STE A         ";"                         ";"CENTRALIA               ";"WA";"LEWIS";"985319321";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3602397149";"";""
"CANNABIS 21                                  ";"415567";"6033565140010002";"1000 E WISHKAH ST             ";"                         ";"ABERDEEN                ";"WA";"GRAYS HARBOR";"985200000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3602397149";"";""
"CANNABIS 4 LESS                              ";"422807";"6036039480010001";"1901 E BOGGESS ST             ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"98901    ";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS 4 LESS II                           ";"422909";"6036039480010003";"12526 NE 144TH ST  STE B      ";"                         ";"KIRKLAND                ";"WA";"KING";"980344508";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS 4 LESS III                          ";"422908";"6036039480010002";"9811 SOUTH TACOMA WAY STE B   ";"                         ";"LAKEWOOD                ";"WA";"PIERCE";"984994457";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CABOOSE                             ";"421172";"6035571830010001";"282023 US HIGHWAY 101 STE F   ";"                         ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983689331";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CAFFE                               ";"421124";"6035569800010001";"2711 6TH AVE                  ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984067212";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CARE FOUNDATION, LLC                ";"421943";"6030926790010001";"23491 NE STATE ROUTE 3        ";"                         ";"BELFAIR                 ";"WA";"MASON";"985288342";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CENTRAL                             ";"415662";"6033839340010001";"1516 WEST UNIVERSITY WAY      ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989260000";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"CANNABIS CENTRAL                             ";"422944";"6033839340010002";"1514 W UNIVERSITY WAY         ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989262337";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"5092011144";"";""
"CANNABIS CHANNEL                             ";"421265";"6035587290010001";"9037 35TH AVE SW # 9037       ";"                         ";"SEATTLE                 ";"WA";"KING";"981263820";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CITY                                ";"413319";"6033392690010001";"2733 4TH AVE S                ";"1ST FLOOR UNIT           ";"SEATTLE                 ";"WA";"KING";"981341912";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2066821332";"";""
"CANNABIS CITY                                ";"413320";"6033392690010002";"2726 3RD AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981341909";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CITY, LLC                           ";"421444";"6033392690010005";"3205 148TH AVE SE STE A       ";"                         ";"BELLEVUE                ";"WA";"KING";"980076476";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CLUB                                ";"412777";"6031373140010003";"2805 6TH AVE                  ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984066707";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS COAST                               ";"420123";"6018306250010004";"193161 HWY 101                ";"STE 201                  ";"FORKS                   ";"WA";"CLALLAM";"983319206";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3602033646";"";""
"CANNABIS CONNECTION NORTHWEST                ";"421054";"6035539490010001";"4165 HANNEGAN RD STE C        ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269196";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CONNECTION NORTHWEST                ";"421360";"6035539490010002";"4190 MERIDIAN ST              ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982265515";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS CORNER                              ";"422786";"6036035450010001";"1705 23RD AVE  STE E          ";"                         ";"SEATTLE                 ";"WA";"KING";"981222921";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS COUNTRY                             ";"422801";"6036034210010002";"417 E STEUBEN ST STE D        ";"                         ";"BINGEN                  ";"WA";"KLICKITAT";"986059183";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS COUNTRY STORE                       ";"414970";"6033592740010003";"1910 W MAIN ST SUITE 101      ";"                         ";"BATTLE GROUND           ";"WA";"CLARK";"986040000";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"3607987194";"";""
"CANNABIS DISCOUNTERS                         ";"421975";"6035698800010001";"14506 NE 20TH ST              ";"                         ";"BELLEVUE                ";"WA";"KING";"980073764";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS EXCHANGE LLC                        ";"420322";"6035498760010001";"7837 MARTIN WAY E             ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985165731";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS FACTORY 21                          ";"422362";"6035518250010006";"9409 NE HWY 99 SUITE B        ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986658928";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS NATION, LLC                         ";"421306";"6035599540010001";"3815 100TH ST SW STE 2B-F     ";"                         ";"LAKEWOOD                ";"WA";"PIERCE";"984994409";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS OUTLETS                             ";"420348";"6035502400010001";"10223 LAKE CITY WAY NE        ";"UNIT 4                   ";"SEATTLE                 ";"WA";"KING";"981257735";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS PARLOR LLC                          ";"422469";"6035948650010001";"6620 N MARKET ST STE 201-C    ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992177809";"MARIJUANA RETAILER                 ";"CLOSED (PERMANENT)";"          ";"";""
"CANNABIS PLUS                                ";"422545";"6035981170010001";"11104 87TH AVE NE             ";"                         ";"MARYSVILLE              ";"WA";"SNOHOMISH";"982717614";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS PROVISIONS EAST                     ";"404590";"6031854210010003";"349 SIMON ST SE               ";"                         ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988027713";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS PROVISIONS INC.                     ";"421083";"6032377590010002";"938 N 200TH ST                ";"STE D                    ";"SHORELINE               ";"WA";"KING";"981333149";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2069137903";"";""
"CANNABIS PROVISIONS INC. MUKILTEO            ";"421630";"6033042060010002";"11811 MUKILTEO SPEEDWAY       ";"UNIT 111                 ";"MUKILTEO                ";"WA";"SNOHOMISH";"982755442";"MARIJUANA RETAILER                 ";"ACTIVE (ISSUED)";"2065795394";"";""
"CANNABIS PURVEYORS                           ";"413785";"6033291010010001";"8701 14TH AVE S               ";"                         ";"SEATTLE                 ";"WA";"KING";"981084808";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS STATION                             ";"422570";"6033583850010002";"21412 HIGHWAY 99  STE A       ";"                         ";"EDMONDS                 ";"WA";"SNOHOMISH";"980267748";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS STORE LLC                           ";"422170";"6035859530010001";"6620 N MARKET ST STE 201-B    ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992177809";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
"CANNABIS SUPER STORE                         ";"422593";"6035462660010004";"16915 STATE ROUTE 20 STE C    ";"                         ";"MOUNT VERNON            ";"WA";"SKAGIT";"982736922";"MARIJUANA RETAILER                 ";"PENDING (NOT ISSUED)";"          ";"";""
