"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"COLUMBIA GROWN                               ";"417390";"6033562840010002";"PN 30243120007 SUITE E        ";"CRANE ORCHARD ROAD       ";"BREWSTER                ";"WA";"OKANOGAN";"988120000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"COLUMBIA GROWN                               ";"417391";"6033562840010003";"PN 3024312007 SUITE F         ";"CRANE ORCHARD ROAD       ";"BREWSTER                ";"WA";"OKANOGAN";"988120000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"COLUMBIA GROWN                               ";"419454";"6033562840010004";"99 GREENACRES RD              ";"LOT C                    ";"RIVERSIDE               ";"WA";"OKANOGAN";"988499625";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5097600582";"";""
"COLUMBIA RED                                 ";"416370";"6033386300010002";"9802 MARTIN LUTHER KING J S   ";"                         ";"SEATTLE                 ";"WA";"KING";"981185634";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"COLUMBIA RIVER CANNABIS                      ";"413089";"6033429170010001";"886 HIGHLAND ORCHARD RD NE #A ";"STE A                    ";"BRIDGEPORT              ";"WA";"DOUGLAS";"988139758";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5096863462";"";""
"COMMENCEMENT BAY PRODUCTION AND PROCESSING   ";"412680";"6033420120010001";"3113 S PINE ST UNIT A2        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984090000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"CONNECTIONS ASSOCIATES                       ";"416354";"6033158210010001";"4521 N GARRY RD               ";"SUITE 3                  ";"OTIS ORCHARDS           ";"WA";"SPOKANE";"990279370";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"CONSCIOUS CANNABIS                           ";"419271";"6033593090010002";"1120 FAIRCHILD ST             ";"STE D                    ";"MEDICAL LAKE            ";"WA";"SPOKANE";"990228778";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"CONSCIOUS FAMILY FARMS                       ";"413431";"6033575940010001";"8109 E BRATT RD   STE A       ";"STE A                    ";"FAIRFIELD               ";"WA";"SPOKANE";"990129654";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3603037327";"";""
"CONTENDER GARDENS                            ";"413169";"6033530420010001";"7023 N JULIA ST               ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992170000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"2066017585";"";""
"CONTINENTAL HOLDINGS III                     ";"415907";"6033592250010001";"14609 NE 91ST ST              ";"                         ";"REDMOND                 ";"WA";"KING";"980523459";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"CONTINENTAL HOLDINGS III                     ";"416006";"6033592250010002";"12 COW TRAIL RD               ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988550000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2066043002";"";""
"CONTINENTAL HOLDINGS III                     ";"416981";"6033592250010003";"4727 DENVER AVE S STE B       ";"                         ";"SEATTLE                 ";"WA";"KING";"981342316";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"COPELAND'S CANNABIS FARM                     ";"412099";"6033427680010001";"3650 & 1/2 FAIRVIEW CANYON RD ";"                         ";"MONITOR                 ";"WA";"CHELAN";"988360000";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5096791590";"";""
"COPPERHEAD CANNABIS                          ";"412271";"6033496000010001";"34117 140TH ST SE             ";"SUITE A                  ";"SULTAN                  ";"WA";"SNOHOMISH";"982947621";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3603481092";"";""
"COPPERHEAD FARM                              ";"412078";"6033245400010001";"105 MILL ST                   ";"                         ";"PRESCOTT                ";"WA";"WALLA WALLA";"993489762";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5414102718";"";""
"CORDUS                                       ";"417379";"6033571320010001";"56005 N THOMAS RD STE A       ";"                         ";"BENTON CITY             ";"WA";"BENTON";"993207632";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"4254224414";"";""
"CORDUS                                       ";"417452";"6033571320010002";"56005 N THOMAS RD  B          ";"                         ";"BENTON CITY             ";"WA";"BENTON";"993207632";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"CORDUS                                       ";"417453";"6033571320010003";"56005 N THOMAS RD #C          ";"                         ";"BENTON CITY             ";"WA";"BENTON";"993207632";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"COUGAR MOUTAIN GREENS                        ";"417064";"6033632310010001";"1874 N BATUM RD               ";"STE 100                  ";"RITZVILLE               ";"WA";"ADAMS";"991590000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"COUNTRY GARDENS 502                          ";"412131";"6033477070010001";"310 BROKEN J LANE STE A       ";"                         ";"NEWPORT                 ";"WA";"PEND OREILLE";"991566005";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5096715893";"";""
"COUNTRY HILLS BLUE                           ";"412411";"6033517130010001";"1454 E HEMMI RD STE A         ";"                         ";"EVERSON                 ";"WA";"WHATCOM";"982479768";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"COUNTRY HILLS BLUE                           ";"415682";"6033517130010002";"1450 E HEMMI RD STE B         ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982479768";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"COVINGTON MEADOWS                            ";"412665";"6005618590010002";"9326 NEPPLE RD NE SUITE A     ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2068194526";"";""
"COWLITZ COUNTY CANNABIS CULTIVATION          ";"416502";"6034347010010001";"1445 INDUSTRIAL WAY UNIT 19B  ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986321033";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3609574956";"";""
"CPNL                                         ";"412063";"6032691970010001";"3512 AIRPORT WAY S            ";"                         ";"SEATTLE                 ";"WA";"KING";"981342120";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2065120226";"";""
"CRAB LAB PRODUCTIONS                         ";"416290";"6031750730010002";"7521 POSTMA RD                ";"STE F                    ";"MOXEE                   ";"WA";"YAKIMA";"989363905";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"CRESCENT VALLEY FARMS                        ";"417482";"6026960440010004";"830 HIGHWAY 7      STE A      ";"SUITE A                  ";"TONASKET                ";"WA";"OKANOGAN";"988550000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"2538584837";"";""
"CRESCOMAX                                    ";"412396";"6033427140010001";"6101 NE 127TH AVE SUITE 400   ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986821912";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"5039277688";"";""
"CRIMSONEYE FARMS                             ";"412588";"6033508360010001";"39110 N GROVE RD SUITE A      ";"                         ";"DEER PARK               ";"WA";"SPOKANE";"990069528";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5092624741";"";""
"CRIMSONEYE FARMS                             ";"413714";"6033508360010002";"39110 N GROVE RD SUITE B      ";"                         ";"DEER PARK               ";"WA";"SPOKANE";"990069528";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"CROP CIRCLE CO                               ";"412105";"6034667140010001";"6212 NE 152ND AVE             ";"UNIT C                   ";"VANCOUVER               ";"WA";"CLARK";"986825109";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3602415443";"";""
"CRUSHER WEED                                 ";"416992";"6033512920010001";"4110 MAIN STREET              ";"                         ";"UNION GAP               ";"WA";"YAKIMA";"989032043";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"CULTIVAR CONCENTRATE                         ";"417126";"6033580780010001";"1350 THORNTON AVE SW STE 103  ";"                         ";"PACIFIC                 ";"WA";"PIERCE";"980472112";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"CULTIVAR FARMS                               ";"417095";"6033485770010001";"3300 6TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981040000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"CULTIVAR GENETICS                            ";"416943";"6033580880010001";"1350 THORNTON AVE SW STE 101  ";"                         ";"PACIFIC                 ";"WA";"PIERCE";"980472112";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"CULTURED ELEMENTS                            ";"416788";"6034497820010001";"13120 W MEADOW LAKE RD        ";"STE A                    ";"CHENEY                  ";"WA";"SPOKANE";"990049034";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"4254424595";"";""
"CURATIVE                                     ";"415740";"6034567710010001";"19 BOX CANYON RD              ";"                         ";"ORONDO                  ";"WA";"DOUGLAS";"988430000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5093861880";"";""
"CURIOUS VENTURES                             ";"416675";"6032732190010001";"9622 AURORA AVE NORTH         ";"STE C                    ";"SEATTLE                 ";"WA";"KING";"981033221";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"CUSTOM CULTIVATORS                           ";"412172";"6033500150010001";"186-A CHEROKEE ROAD           ";"                         ";"OMAK                    ";"WA";"OKANOGAN";"988410000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3609913913";"";""
"D & L ENTERPRISES                            ";"416400";"6033536040010001";"24625 S. RUPP ROAD #4         ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5093899492";"";""
"D & L ENTERPRISES                            ";"416401";"6033536040010002";"26425 S RUPP RD               ";"                         ";"CHENEY                  ";"WA";"SPOKANE";"990040000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"D&M GREEN HOUSE 420                          ";"417262";"6005335660020001";"20 CANDLEWOOD LN              ";"                         ";"EASTSOUND               ";"WA";"SAN JUAN";"982459461";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3602982853";"";""
"D&S FARMS                                    ";"412831";"6033523380010001";"806 UTE AVE E                 ";"                         ";"EAST WENATCHEE          ";"WA";"DOUGLAS";"988029334";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5097410986";"";""
"DA VINCI                                     ";"415796";"6033351900010001";"1504 STATE ROUTE 105          ";"                         ";"ABERDEEN                ";"WA";"GRAYS HARBOR";"985209525";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3609241030";"";""
"DA VINCI                                     ";"415972";"6033351900010002";"6000 BOHASKEY DR              ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989010000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DAB NW                                       ";"416333";"6033504670010001";"23921 SOFIE ROAD              ";"                         ";"MONROE                  ";"WA";"SNOHOMISH";"982727225";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DANDELION FARMS                              ";"417155";"6034541600010001";"4807 N REBECCA ST SUITE A     ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992176751";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5092794729";"";""
"DANK DYNASTY                                 ";"416282";"6030726570010001";"9268 SOREN RD                 ";"                         ";"SEDRO WOOLLEY           ";"WA";"SKAGIT";"982849089";"MARIJUANA PRODUCER TIER 1          ";"CLOSED (PERMANENT)";"          ";"";""
"DANK INC.                                    ";"416677";"6032437310010001";"212 N GALES ST STE A          ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"983628731";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2065010879";"";""
"DANK INC.                                    ";"417426";"6032437310010002";"212 N GALES ST STE B          ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"983628731";"MARIJUANA PRODUCER TIER 2          ";"CLOSED (PERMANENT)";"          ";"";""
"DANTE JONES PRODUCTIONS                      ";"416921";"6033564690010001";"929 N 82ND ST                 ";"                         ";"SEATTLE                 ";"WA";"KING";"981034321";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DARING FARMS                                 ";"415881";"6033876720010001";"1250 W SCHREIBER RD           ";"                         ";"KETTLE FALLS            ";"WA";"STEVENS";"991415032";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5096754229";"";""
"DARLING GROWERS LLC                          ";"412717";"6035138790010002";"14617 STATE ROUTE 530 NE STE A";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982235357";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DAVID H BUSCH DBA R&D NURSERY PRODUCTS       ";"417067";"6033593990010002";"6317 N MARKET ST              ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992177804";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DAWN STAR                                    ";"415847";"6033558760010001";"432 S MASSACHUSETTS ST        ";"                         ";"SEATTLE                 ";"WA";"KING";"981341517";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2068492554";"";""
"DAWN STAR                                    ";"417008";"6033558760010002";"843 RAINIER AVE S             ";"                         ";"SEATTLE                 ";"WA";"KING";"981442837";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DAWN STAR                                    ";"417009";"6033558760010003";"470 S KENYON ST STE A         ";"                         ";"SEATTLE                 ";"WA";"KING";"981084324";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DAY DREAM FARM                               ";"413011";"6031780220010002";"28011 NE 4TH PL STE 2         ";"                         ";"REDMOND                 ";"WA";"KING";"980539000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4252899509";"";""
"DAYANDNIGHT                                  ";"412049";"6031211660010001";"11407 67TH AVE NE             ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982238802";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"2069099667";"";""
"DAYTON ELTON HAMMACK                         ";"413214";"6034545430010001";"3008 29TH AVE SW STE B        ";"                         ";"TUMWATER                ";"WA";"THURSTON";"985126101";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"3605625016";"";""
"DB3                                          ";"412252";"6033440050010001";"2415 AIRPORT WAY S            ";"                         ";"SEATTLE                 ";"WA";"KING";"981342019";"MARIJUANA PRODUCER TIER 2          ";"PENDING (ISSUED)";"2537322869";"";""
"DEEP FLOWER                                  ";"416619";"6033858790010001";"4 E MOUNTAIN VIEW ROAD        ";"                         ";"CAMANO ISLAND           ";"WA";"ISLAND";"98282    ";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DEEPWATER BOTANICALS                         ";"412154";"6033492120010001";"5373 GUIDE MERIDIAN RD STE D3 ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982260000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3609204600";"";""
"DELTA 9 GROWERS                              ";"405661";"6033459270010001";"851 CALIFORNIA WAY STE G      ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986321665";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"5302286974";"";""
"DELTA#NINE                                   ";"412747";"6033505550010001";"7029 GUIDE MERIDIAN RD SUITE C";"                         ";"LYNDEN                  ";"WA";"WHATCOM";"982649669";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DENDRITIC PRODUCTIONS                        ";"416339";"6033531760010001";"1209 ST PAUL ST BLDG 1        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984212407";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"2069639381";"";""
"DENDRO                                       ";"412306";"6033492820010001";"9327 UMPTANUM RD              ";"                         ";"ELLENSBURG              ";"WA";"KITTITAS";"989268754";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2063564937";"";""
"DENNIS FARM                                  ";"416625";"6035069700010001";"89301 N 134 PRNW STE A        ";"                         ";"PROSSER                 ";"WA";"BENTON";"993500000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DESERT VALLEY GROWERS                        ";"412260";"6033456140010001";"15783 FISK RD STE A           ";"                         ";"YAKIMA                  ";"WA";"YAKIMA";"989088454";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5099524334";"";""
"DESHI HERB                                   ";"417144";"6032210810010001";"26220 116TH AVE SE STE 12     ";"                         ";"KENT                    ";"WA";"KING";"980308663";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DEUCES                                       ";"417090";"6033504450010002";"4201 AIRPORT WAY S            ";"                         ";"SEATTLE                 ";"WA";"KING";"981085220";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DEUCES                                       ";"417091";"6033504450010003";"601 S ALASKA ST               ";"                         ";"SEATTLE                 ";"WA";"KING";"981081728";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DEWEY BEACH                                  ";"412108";"6033407060010001";"9007 MOLLY LN                 ";"UNIT 103                 ";"ANACORTES               ";"WA";"SKAGIT";"982218342";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"DIAMOND SKY LLC                              ";"416159";"6034947310010001";"3163 GOLDIE RD                ";"BLDG B STE 7             ";"OAK HARBOR              ";"WA";"ISLAND";"982772729";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4252990017";"";""
"DIAMOND TREE                                 ";"416174";"6035518290010001";"2524 N MACHIAS RD UNIT B      ";"                         ";"LAKE STEVENS            ";"WA";"SNOHOMISH";"982580000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DID CROPS                                    ";"413452";"6033576440010001";"7835 HWY 283                  ";"STE B                    ";"EPHRATA                 ";"WA";"GRANT";"988230000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3603406758";"";""
"DIESEL PROPAGATION                           ";"416887";"6033606300010001";"234 OMAK RIVER ROAD           ";"STE C                    ";"OMAK                    ";"WA";"OKANOGAN";"988419673";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DINNER OUT                                   ";"415747";"6035533080010001";"7181 PIRATES COVE AVE SW      ";"STE M                    ";"BREMERTON               ";"WA";"KITSAP";"983670000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DIRT BROTHERS FARMS                          ";"416581";"6033569010010001";"186 CHEROKEE RD               ";"STE D                    ";"OMAK                    ";"WA";"OKANOGAN";"988410000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2067470444";"";""
"DISCOVERY                                    ";"416103";"6033824570010001";"409 LANE DE CHANTAL           ";"                         ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983688815";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3603559919";"";""
"DLH RANCH                                    ";"412839";"6033527930010001";"2915 288TH ST E SUITE 3       ";"                         ";"ROY                     ";"WA";"PIERCE";"985808559";"MARIJUANA PRODUCER TIER 1          ";"ACTIVE (ISSUED)";"2538206399";"";""
"DNA GARDENS                                  ";"413464";"6033554210010001";"12720 278TH DR NE STE 1       ";"                         ";"GRANITE FALLS           ";"WA";"SNOHOMISH";"982528939";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2069144645";"";""
"DNA GARDENS                                  ";"415844";"6033554210010002";"3719 188TH ST NE #4           ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982238708";"MARIJUANA PRODUCER TIER 1          ";"PENDING (NOT ISSUED)";"          ";"";""
"DOC CROC                                     ";"413948";"6033502280010001";"9730 LATHROP INDUSTRIAL DR SW ";"UNIT F                   ";"OLYMPIA                 ";"WA";"THURSTON";"985121064";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4252076723";"";""
"DOCANDYETI'S                                 ";"414041";"6033164190010001";"2407 50TH AVE SW BUILDING 1   ";"                         ";"TUMWATER                ";"WA";"THURSTON";"985128007";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3607909241";"";""
"DOGTOWN PIONEERS                             ";"416538";"6033582960010001";"4645 N SWENSON RD STE A       ";"                         ";"CLAYTON                 ";"WA";"STEVENS";"991109705";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5092765659";"";""
"DOMENICO FARMS                               ";"416373";"6033493540010001";"20801 NE 10TH AVE             ";"                         ";"RIDGEFIELD              ";"WA";"CLARK";"986428167";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DOMENICO FARMS                               ";"416374";"6033493540010002";"20801 NE 10TH AVE             ";"                         ";"RIDGEFIELD              ";"WA";"CLARK";"986428167";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DOMENICO FARMS                               ";"416909";"6033493540010003";"11010 NE 37TH CIR             ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986827356";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DON MANVILLE HORTON                          ";"416126";"6033458120010002";"7118 FISKE RD                 ";"                         ";"CLINTON                 ";"WA";"ISLAND";"982369303";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DOUBLE D                                     ";"415753";"6033764960010002";"3919 MALAGA ALCOA HWY         ";"                         ";"MALAGA                  ";"WA";"CHELAN";"988280000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DOUBLE D                                     ";"416631";"6033764960010003";"3919 MALAGA ALCOA HWY         ";"                         ";"MALAGA                  ";"WA";"CHELAN";"988280000";"MARIJUANA PRODUCER TIER 3          ";"CLOSED (PERMANENT)";"          ";"";""
"DOUBLE DELICIOUS                             ";"414462";"6033764960010001";"3919 MALAGA ALCOA HWY         ";"                         ";"MALAGA                  ";"WA";"CHELAN";"988280000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"2533813608";"";""
"DOUBLE DUTCH                                 ";"413084";"6033506060010001";"351 W MERZ RD STE 1           ";"                         ";"SUNNYSIDE               ";"WA";"YAKIMA";"989449418";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5098376539";"";""
"DOWNTOWN CANNABIS COMPANY                    ";"412075";"6033121340010001";"898 VALENTINE AVE SE          ";"                         ";"PACIFIC                 ";"WA";"PIERCE";"980472100";"MARIJUANA PRODUCER TIER 2          ";"CLOSED (PERMANENT)";"          ";"";""
"DOWNTOWN CANNABIS COMPANY                    ";"420213";"6033121340010002";"612 S ALASKA ST               ";"                         ";"SEATTLE                 ";"WA";"KING";"981081727";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"4258290836";"";""
"DRAGON HIGH                                  ";"412239";"6033189870010001";"532 132ND ST SW               ";"                         ";"EVERETT                 ";"WA";"SNOHOMISH";"982047318";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"8009285514";"";""
"DRAGONLEAF                                   ";"412080";"6033259980010001";"491 TELEGRAPH LN #A           ";"                         ";"FRIDAY HARBOR           ";"WA";"SAN JUAN";"982509560";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"3603785323";"";""
"DREAM CATCHER                                ";"415898";"6033593530010001";"10011 BLOMBERG ST SW STE A    ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985121026";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DREAM CATCHER                                ";"416466";"6033593530010002";"10011 BLOMBERG ST SW STE B    ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985121026";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DREAM CATCHER                                ";"416527";"6034987680010001";"84 HANSON RD                  ";"                         ";"HUMPTULIPS              ";"WA";"GRAYS HARBOR";"985520000";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5309179957";"";""
"DREAM CITY                                   ";"415970";"6033338510010001";"192 W FREDERICKS ST           ";"                         ";"PORT TOWNSEND           ";"WA";"JEFFERSON";"983680000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"5204002345";"";""
"DREAMIN GREEN FARMS                          ";"415693";"6033477200010001";"2009 W JOHANSEN RD STE A      ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992080000";"MARIJUANA PRODUCER TIER 2          ";"PENDING (NOT ISSUED)";"          ";"";""
"DREAMIN GREEN FARMS                          ";"415799";"6033477200010002";"2009 W JOHANSEN RD STE B      ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992088429";"MARIJUANA PRODUCER TIER 3          ";"PENDING (NOT ISSUED)";"          ";"";""
"DRIFTBOAT                                    ";"416551";"6031908980010001";"18101 E EUCLID AVE            ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992161748";"MARIJUANA PRODUCER TIER 3          ";"PENDING (ISSUED)";"5094659482";"";""
"DRIFTWOOD FARMS GREENBLUFF                   ";"412442";"6033493480010001";"19510 N SANDS RD  STE A       ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"990050000";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"5099935810";"";""
"DUKE'S HILL CANNA                            ";"412017";"6004352770010003";"5675 BROOKINGS RD             ";"                         ";"SEDRO WOOLLEY           ";"WA";"SKAGIT";"982848924";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"3608547685";"";""
"DUTCH BROTHERS                               ";"412246";"6033406910010001";"505 S LANDER ST STE 2         ";"                         ";"SEATTLE                 ";"WA";"KING";"981341921";"MARIJUANA PRODUCER TIER 2          ";"ACTIVE (ISSUED)";"2068988797";"";""
"DUTCHIE LABS                                 ";"416378";"6033500350010001";"21828 87TH AVE SE             ";"STE F                    ";"WOODINVILLE             ";"WA";"SNOHOMISH";"980720000";"MARIJUANA PRODUCER TIER 3          ";"ACTIVE (ISSUED)";"3106668182";"";""
