"Tradename";"License #";"UBI";"Street Address";"Suite/Rm";"City";"State";"County";"ZipCode";"PrivDesc";"PrivilegeStatus";"DayPhone";"";""
"DRIFTWOOD FARMS GREENBLUFF                   ";"412442";"6033493480010001";"19510 N SANDS RD  STE A       ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"990050000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099935810";"";""
"DUKE'S HILL CANNA                            ";"412017";"6004352770010003";"5675 BROOKINGS RD             ";"                         ";"SEDRO WOOLLEY           ";"WA";"SKAGIT";"982848924";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3608547685";"";""
"DUTCH BROTHERS                               ";"412246";"6033406910010001";"505 S LANDER ST STE 2         ";"                         ";"SEATTLE                 ";"WA";"KING";"981341921";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2068988797";"";""
"DUTCHIE LABS                                 ";"416378";"6033500350010001";"21828 87TH AVE SE             ";"STE F                    ";"WOODINVILLE             ";"WA";"SNOHOMISH";"980720000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3106668182";"";""
"DYNAMIC HARVEST                              ";"416393";"6033525820010002";"13513 NE 126TH PL STE B       ";"                         ";"KIRKLAND                ";"WA";"KING";"980340000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2062275929";"";""
"E & B GROWERS                                ";"412449";"6035008170010001";"71 AMBUSH GROVE LOOP STE B    ";"                         ";"USK                     ";"WA";"PEND OREILLE";"991804900";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5096716815";"";""
"E'CLAIRE CHOCOLATES                          ";"412734";"6033542670010001";"9530 AURORA AVE N             ";"STE 203                  ";"SEATTLE                 ";"WA";"KING";"981030000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EAGLE TREE FARMS                             ";"422190";"6029867770010003";"1410 IOWA ST                  ";"STE 101                  ";"BELLINGHAM              ";"WA";"WHATCOM";"982294710";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EARTH RISING FARM                            ";"412819";"6033548960010001";"214 BATES RD STE A            ";"                         ";"WHITE SALMON            ";"WA";"KLICKITAT";"986728504";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5094933341";"";""
"EARTHCRAFT FARMS                             ";"412781";"6035121180010001";"126 NEWMAN CREEK RD UNIT 4    ";"UNIT 4                   ";"ELMA                    ";"WA";"GRAYS HARBOR";"985419536";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5098401201";"";""
"EAST MOUNTAIN BUD                            ";"412691";"6034832830010001";"920 288TH ST NE               ";"STE A                    ";"STANWOOD                ";"WA";"SNOHOMISH";"982929485";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3607081216";"";""
"EASTERN GATE                                 ";"412568";"6033526670010001";"6507 W ALDERBROOK LANE        ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992240000";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"2678086250";"";""
"EASTERN WASHINGTON CANNABIS PRODUCTS         ";"415953";"6026963140010001";"5990 INDEPENDENCE RD STE B    ";"                         ";"SUNNYSIDE               ";"WA";"YAKIMA";"989449798";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5098377476";"";""
"ECC                                          ";"417148";"6033490890010001";"3601 W MARGINAL WAY SW #10    ";"                         ";"SEATTLE                 ";"WA";"KING";"981061142";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2533323777";"";""
"ECO VENTURES                                 ";"416366";"6033336840010002";"2500 TOKELAND RD LOT 2        ";"                         ";"TOKELAND                ";"WA";"PACIFIC";"985909730";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ECO VENTURES                                 ";"416853";"6033336840010003";"17931 59TH AVE NE BLDG 2 STE A";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982236352";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"4258255454";"";""
"EDISON AGRICULTURE                           ";"416560";"6033579260010001";"8531 POSTMA RD  STE D         ";"                         ";"MOXEE                   ";"WA";"YAKIMA";"989369317";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2062268621";"";""
"EL REY DE LA KUSH                            ";"412536";"6035077540010001";"4499 ROAD L NE, SUITE B       ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"EL REY DE LA KUSH                            ";"422324";"6035077540010002";"3145 MIAN ST                  ";"                         ";"MONITOR                 ";"WA";"CHELAN";"988369800";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5092648399";"";""
"ELECTRIC BLUES                               ";"417580";"6033391540010001";"3431 AIRPORT ROAD             ";"SUITE C                  ";"PULLMAN                 ";"WA";"WHITMAN";"991630000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ELEMENT                                      ";"416326";"6033464070010002";"5913 4TH AVE S                ";"                         ";"SEATTLE                 ";"WA";"KING";"981083209";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ELEMENT                                      ";"419287";"6033464070010004";"1199 W CUNNINGHAM RD          ";"STE P                    ";"OTHELLO                 ";"WA";"ADAMS";"993440000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ELEMENTAL BOTANICALS                         ";"416419";"6033564610010002";"5735 RD L SE STE A            ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988379087";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2067969948";"";""
"ELEVEN WINDOW VENTURES                       ";"412304";"6033491940010001";"5805 E SHARP AVE STE C5       ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992120955";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5092164025";"";""
"EMERALD CITY GROWERS                         ";"416433";"6033578420010001";"3525 HOEHNE AVE               ";"                         ";"LONGVIEW                ";"WA";"COWLITZ";"986329385";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2069208316";"";""
"EMERALD CITY HARVESTERS                      ";"412523";"6033520710010001";"489 MCLAUGHLIN CANYON RD      ";"                         ";"RIVERSIDE               ";"WA";"OKANOGAN";"988490000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD CITY INDUSTRIES                      ";"416721";"6033576490010002";"740 AIRPORT RD                ";"UNIT 3                   ";"CLE ELUM                ";"WA";"KITTITAS";"989220000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD CITY ORGANICS                        ";"416315";"6033166220010002";"1128 SW SPOKANE ST            ";"                         ";"SEATTLE                 ";"WA";"KING";"981341128";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2065792126";"";""
"EMERALD CITY ORGANICS                        ";"417411";"6034495110010001";"3303 S 35TH ST                ";"STE A2                   ";"TACOMA                  ";"WA";"PIERCE";"984094723";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD EVOLUTION                            ";"412392";"6033239670010001";"9019 MOLLY LN STE C           ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982219345";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4802510637";"";""
"EMERALD FARMS PRODUCTION                     ";"416440";"6033585010010001";"213 W GREEN VALLEY RD         ";"                         ";"OAK HARBOR              ";"WA";"ISLAND";"982770000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD FLASH                                ";"418406";"6033573590010002";"4 DRYWATER RD UNIT 2          ";"                         ";"OKANOGAN                ";"WA";"OKANOGAN";"988409719";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD INDUSTRIES                           ";"416316";"6033183670010002";"4406 WESTSIDE RD              ";"                         ";"FRIDAY HARBOR           ";"WA";"SAN JUAN";"982508544";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD INDUSTRIES                           ";"416317";"6033183670010003";"421 KIYA WAY                  ";"                         ";"FRIDAY HARBOR           ";"WA";"SAN JUAN";"982500000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD JANE'S                               ";"412148";"6033483950010001";"10722 LAKE CITY WAY NE        ";"                         ";"SEATTLE                 ";"WA";"KING";"981256714";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2065795542";"";""
"EMERALD MOUNTAIN                             ";"413176";"6031143240010001";"9730 LATHROP INDUSTRIAL DR SW ";"STE C1                   ";"OLYMPIA                 ";"WA";"THURSTON";"985121064";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2536914103";"";""
"EMERALD PEAKS                                ";"416198";"6033578570010001";"11463 RAINIER AVE S   STE B   ";"STE B                    ";"SEATTLE                 ";"WA";"KING";"981780000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4197773257";"";""
"EMERALD PEAKS GARDEN                         ";"414464";"6034605280010001";"225 NORTH SILVA ST.           ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD SEA OF GREEN                         ";"413198";"6033556620010001";"23097 BAIRD SPRINGS RD        ";"                         ";"QUINCY                  ";"WA";"GRANT";"988489637";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4254428891";"";""
"EMERALD TWIST                                ";"414323";"6032824240010004";"459 BRENTWOOD RD              ";"STE D                    ";"GOLDENDALE              ";"WA";"KLICKITAT";"986202813";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5037064544";"";""
"EMERALD ZONE                                 ";"416414";"6033558340010001";"7521 POSTMA RD                ";"UNIT G                   ";"MOXEE                   ";"WA";"YAKIMA";"989369706";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2539831428";"";""
"EMERALD ZONE                                 ";"417412";"6033558340010002";"XXX HERON RD KP N STE A       ";"                         ";"LAKEBAY                 ";"WA";"PIERCE";"984960000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMERALD ZONE                                 ";"417413";"6033558340010003";"XXX HERRON RD KP N STE B      ";"                         ";"LAKEBAY                 ";"WA";"PIERCE";"983870000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EMPIRE                                       ";"414024";"6034914340010001";"2 & 4 COW TRAIL ROAD          ";"                         ";"TONASKET                ";"WA";"OKANOGAN";"988550000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2064095472";"";""
"EMPYREAL CANNABIS                            ";"415969";"6033271270010001";"3303 S 35TH ST                ";"UNIT B20                 ";"TACOMA                  ";"WA";"PIERCE";"984094701";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ENVIRONMENTAL GREEN                          ";"412527";"6033521910010001";"3524 N EDEN RD STE B          ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992161740";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5092187310";"";""
"EPIC ADVENTURES                              ";"416758";"6033591270010001";"5316 N FREYA ST               ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992176624";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ERBACCE WHOLESALE                            ";"413867";"6033530380010001";"30848 3RD AVE                 ";"                         ";"BLACK DIAMOND           ";"WA";"KING";"980109767";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ERHART CANNABIS CO                           ";"412828";"6034475570010001";"186 CHEROKEE RD               ";"STE F                    ";"OMAK                    ";"WA";"OKANOGAN";"988410000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"ESSENTIAL FLOWER                             ";"414233";"6034005830010001";"1509 SOUTH CRITCHFIELD RD     ";"                         ";"PORT ANGELES            ";"WA";"CLALLAM";"983639507";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3604521078";"";""
"ETHOS EXTRACTS                               ";"416334";"6033516460010001";"22277 STOTTLEMEYER RD NE      ";"                         ";"POULSBO                 ";"WA";"KITSAP";"983708957";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2068427811";"";""
"ETTA'S HERBALS                               ";"416608";"6033508680010001";"5602 WA 270                   ";"STE D                    ";"PULLMAN                 ";"WA";"WHITMAN";"991638708";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099495773";"";""
"EVER GREEN                                   ";"414289";"6034888700010001";"2917 NE 65TH ST               ";"STE H                    ";"VANCOUVER               ";"WA";"CLARK";"986630000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3607198195";"";""
"EVERBRIGHTGREEN                              ";"417353";"6033593750010001";"9326 NEPPEL ROAD NE           ";"SUITE B                  ";"MOSES LAKE              ";"WA";"GRANT";"988377514";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVERGREEN EXTRACTS                           ";"412071";"6032944180010001";"4863 S SWENSON RD #A          ";"                         ";"DEER PARK               ";"WA";"STEVENS";"990069407";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVERGREEN EXTRACTS                           ";"416534";"6033609890010001";"8753 STATE HIGHWAY 303        ";"                         ";"BREMERTON               ";"WA";"KITSAP";"983118785";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVERGREEN GARDENS                            ";"416543";"6034436050010001";"2200 N RIVER RD               ";"                         ";"COSMOPOLIS              ";"WA";"GRAYS HARBOR";"985379720";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVERGREEN GROPRO                             ";"416412";"6033549250010001";"50 W WESTFIELD CT UNIT C      ";"                         ";"SHELTON                 ";"WA";"MASON";"985840000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3602804085";"";""
"EVERGREEN HERBAL                             ";"412229";"6032707930010002";"923 S BAYVIEW ST STE 200      ";"                         ";"SEATTLE                 ";"WA";"KING";"981342023";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2065968600";"";""
"EVERGREEN HERBAL                             ";"420689";"6032707930010003";"1199 W CUNNINGHAM ROAD        ";"STE M                    ";"OTHELLO                 ";"WA";"ADAMS";"993440000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVERGREEN HYDRO FARMS                        ";"418524";"6033594230010002";"3169 B GOLDIE RD              ";"                         ";"OAK HARBOR              ";"WA";"ISLAND";"982772732";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4258704355";"";""
"EVERGREEN LEAF FARMS                         ";"412848";"6033508120010001";"108 W MARTIN LUTHER KING JR   ";"BLVD                     ";"YAKIMA                  ";"WA";"YAKIMA";"989020000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVERGREEN NIRVANA                            ";"412263";"6033464190010001";"3053 RIGGS RD                 ";"STE B                    ";"TOUCHET                 ";"WA";"WALLA WALLA";"993600000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3602193999";"";""
"EVERGREEN PRODUCTION                         ";"412815";"6033549850010001";"100 MAIN ST SUITES 10, 2B & 1 ";"STE 10, STE 2B & STE 1   ";"MONITOR                 ";"WA";"CHELAN";"988369800";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5098818949";"";""
"EVERGREEN PRODUCTION                         ";"416601";"6033497390010001";"2870 OCEAN AVE BLDG 1         ";"                         ";"RAYMOND                 ";"WA";"PACIFIC";"985774926";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2068185054";"";""
"EVERGRIN                                     ";"421796";"6033607430010002";"8972 FROST RD STE B           ";"                         ";"SUMAS                   ";"WA";"WHATCOM";"982958612";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609888972";"";""
"EVERGROW NORTHWEST                           ";"416804";"6034049270010001";"1027 85TH AVE SW              ";"                         ";"TUMWATER                ";"WA";"THURSTON";"985015704";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3605617263";"";""
"EVERI GREENE                                 ";"412840";"6033527480010001";"1632 300TH ST NE              ";"SUITE B                  ";"STANWOOD                ";"WA";"SNOHOMISH";"982929629";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVIL SPIRITS PRODUCTION                      ";"413470";"6033559530010001";"669 N RICHARDS RD             ";"STE D                    ";"RITZVILLE               ";"WA";"ADAMS";"991690000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EVOLUTION DESIGN CONCEPTS                    ";"415942";"6030849880010002";"30356 HIGHWAY 243 S           ";"                         ";"MATTAWA                 ";"WA";"GRANT";"993498257";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4254784999";"";""
"EXILE                                        ";"412702";"6033507610010001";"695 ITALIAN CREEK RD STE A    ";"                         ";"KALAMA                  ";"WA";"COWLITZ";"986259676";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"EXOTIC FARMS                                 ";"415932";"6033585960010001";"7651 HIGHWAY 291              ";"                         ";"FORD                    ";"WA";"STEVENS";"990310000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099994976";"";""
"EXPERIENCE ORGANICS                          ";"412072";"6032962400010001";"46415 E BADGER RD   STE A     ";"STE A                    ";"BENTON CITY             ";"WA";"BENTON";"993200000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4258900275";"";""
"F & D MANAGEMENT                             ";"412499";"6033505520010001";"3303 S 35TH ST                ";"UNIT A1                  ";"TACOMA                  ";"WA";"PIERCE";"984094726";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FAIRWINDS MANUFACTURING                      ";"414286";"6022611560010004";"5913 NE 127TH AVE STE 300     ";"                         ";"VANCOUVER               ";"WA";"CLARK";"986825889";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609034619";"";""
"FALES GROWERS                                ";"413857";"6033535200010001";"3163 GOLDIE RD BLDG C         ";"                         ";"OAK HARBOR              ";"WA";"ISLAND";"982772734";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FANTASY FARMS                                ";"417525";"6033538870010002";"1220 W BALLARD RD STE B       ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992088202";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"FANTASY FARMS LLC                            ";"413858";"6033538870010001";"1220 W BALLARD RD             ";"STE A & B                ";"SPOKANE                 ";"WA";"SPOKANE";"992088202";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5094671905";"";""
"FAR WEST ENTERPRISE                          ";"416696";"6033546850010002";"2926 6TH AVE S STE D          ";"                         ";"SEATTLE                 ";"WA";"KING";"981342104";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FAR WEST ENTERPRISE                          ";"419496";"6033546850010003";"15015 AURORA AVE N   STE 21   ";"                         ";"SHORELINE               ";"WA";"KING";"981336134";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"FAR WEST ENTERPRISES                         ";"423298";"6033546850010005";"1111 N 98TH ST                ";"STE 2                    ";"SEATTLE                 ";"WA";"KING";"981033354";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2066731984";"";""
"FARMER J'S                                   ";"412217";"6033334860010001";"2611 N WOODRUFF RD STE A      ";"                         ";"SPOKANE VALLEY          ";"WA";"SPOKANE";"992064138";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5099516962";"";""
"FARMERS DISTRIBUTORS-WA, INC                 ";"420031";"6035717040010001";"3801 S PUGET SOUND AVE        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984094612";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"8444958273";"";""
"FARMERS FRESH                                ";"415713";"6031384400010002";"1501 CENTER ST                ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984090000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2535908827";"";""
"FARMING FULL CIRCLE                          ";"412254";"6033399340010001";"7508 108TH ST NE  STE B       ";"                         ";"MARYSVILLE              ";"WA";"SNOHOMISH";"982717620";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4258706385";"";""
"FARMWEST                                     ";"415766";"6032629010010003";"18 RIVERVIEW RD # B-3         ";"                         ";"OMAK                    ";"WA";"OKANOGAN";"988419415";"MARIJUANA PROCESSOR                ";"CLOSED (PERMANENT)";"          ";"";""
"FARMWEST 1                                   ";"413130";"6032629010010001";"18 RIVERVIEW RD # B           ";"                         ";"OMAK                    ";"WA";"OKANOGAN";"988419415";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609277967";"";""
"FARMWEST 2                                   ";"415765";"6032629010010002";"18 RIVERVIEW RD # B-2         ";"                         ";"OMAK                    ";"WA";"OKANOGAN";"988419415";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FBR SOUTH BAY                                ";"412041";"6028126430010002";"11916 FIDALGO BAY RD          ";"                         ";"ANACORTES               ";"WA";"SKAGIT";"982219348";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3604668802";"";""
"FC PROCESSOR-2                               ";"413954";"6033491720010003";"1944 1ST AVE S    STE B       ";"STE B                    ";"SEATTLE                 ";"WA";"KING";"981341406";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2064530587";"";""
"FC PROCESSOR-3                               ";"413952";"6033491720010004";"1944 1ST AVE S STE 300        ";"                         ";"SEATTLE                 ";"WA";"KING";"981341406";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"2064530587";"";""
"FC PRODUCER-1                                ";"413092";"6033491720010002";"1199 W CUNNINGHAM RD SUITE A  ";"                         ";"OTHELLO                 ";"WA";"ADAMS";"993440000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2064530587";"";""
"FGD                                          ";"416928";"6033588580010001";"6107 132ND ST NE              ";"                         ";"MARYSVILLE              ";"WA";"SNOHOMISH";"982719009";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FILUCY BAY FARMS                             ";"415456";"6034771970010001";"8509 NEPPEL RD NE             ";"                         ";"MOSES LAKE              ";"WA";"GRANT";"988370000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FINE DETAIL GREENWAY                         ";"412400";"6017733760010002";"3863 HANNEGAN RD STE 106      ";"                         ";"BELLINGHAM              ";"WA";"WHATCOM";"982269103";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3606765708";"";""
"FIRE HOUSE PRODUCTIONS                       ";"421103";"6033478690010002";"3636 E SANSON AVE             ";"                         ";"SPOKANE                 ";"WA";"SPOKANE";"992177809";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5093623963";"";""
"FIREBROS                                     ";"416025";"6034832020010001";"4030 22ND AVE W               ";"                         ";"SEATTLE                 ";"WA";"KING";"981990000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2068985998";"";""
"FIREWEED FARMS                               ";"417794";"6016730670010003";"133302 W JOHNSON RD STE B     ";"                         ";"PROSSER                 ";"WA";"BENTON";"993507503";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5097781597";"";""
"FIVE LEAVES                                  ";"415826";"6033544210010001";"234805 E STRAIGHT BANK RD     ";"#B                       ";"FINLEY                  ";"WA";"BENTON";"993370000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5092949936";"";""
"FIVE LEAVES                                  ";"415827";"6033544210010002";"530 RONLEE LN NW STE A1       ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985029270";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FIVE LEAVES                                  ";"415829";"6033544210010004";"530 RONLEE LN NW STE A3       ";"                         ";"OLYMPIA                 ";"WA";"THURSTON";"985029270";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FLORA BOTANICALS                             ";"415976";"6033550140010001";"3601 W MARGINAL WAY SW        ";"STE 6 & 7                ";"SEATTLE                 ";"WA";"KING";"981060000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2067437631";"";""
"FLOURISH FARMS                               ";"416963";"6035083270010001";"1926 PINE CREEK ROAD   UNIT 2 ";"UNIT 2                   ";"TONASKET                ";"WA";"OKANOGAN";"988550000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2062342915";"";""
"FLOWER CURATOR                               ";"415960";"6034320930010001";"2719 EAST ISSACS              ";"                         ";"WALLA WALLA             ";"WA";"WALLA WALLA";"993620000";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FLOWER OF LIFE FARMS                         ";"412971";"6033457710010001";"3431 OLD HIGHWAY 99 NORTH RD  ";"STE A                    ";"BURLINGTON              ";"WA";"SKAGIT";"982338567";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"5035682899";"";""
"FLYING DUTCHMAN FARMS                        ";"418408";"6032930880010003";"251 GARLOCK RD STE B          ";"                         ";"CASTLE ROCK             ";"WA";"COWLITZ";"986119433";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3604429145";"";""
"FLYING HIGH                                  ";"416627";"6033867550010001";"22909 E TRENT AVE             ";"                         ";"OTIS ORCHARDS           ";"WA";"SPOKANE";"990270000";"MARIJUANA PROCESSOR                ";"PENDING (ISSUED)";"5092172803";"";""
"FLYING K FARMS                               ";"413289";"6034612700010002";"440 GRUBB RD STE 2            ";"                         ";"WENATCHEE               ";"WA";"CHELAN";"988010000";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3607931600";"";""
"FOOTPRINT BIOSCIENCES                        ";"419152";"6033219760010004";"6424 210TH AVE SW             ";"STE B                    ";"CENTRALIA               ";"WA";"THURSTON";"985319633";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3609702344";"";""
"FORBIDDEN FARMS                              ";"412274";"6033453920010001";"1920 PORT OF TACOMA RD        ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984213707";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"2538203904";"";""
"FORBIDDEN GARDEN                             ";"413712";"6033495120010001";"17727 59TH AVE NE BLDG 12 #A  ";"                         ";"ARLINGTON               ";"WA";"SNOHOMISH";"982236446";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"4252692030";"";""
"FOREVERGREEN                                 ";"416481";"6034707970010001";"4654 GUIDE MERIDIAN           ";"BLDG D                   ";"BELLINGHAM              ";"WA";"WHATCOM";"982269110";"MARIJUANA PROCESSOR                ";"PENDING (NOT ISSUED)";"          ";"";""
"FORTE FARMS                                  ";"416431";"6033576870010001";"3113 B S PINE ST              ";"                         ";"TACOMA                  ";"WA";"PIERCE";"984094714";"MARIJUANA PROCESSOR                ";"ACTIVE (ISSUED)";"3604024338";"";""
